"","Month","Temperature","Year","nMonth","Date","Time"
"2784","Aug",15.4,1929,8,1929-08-15,-14.749
"3143","Sep",15.3,1929,9,1929-09-15,-14.718
"3502","Oct",9.6,1929,10,1929-10-15,-14.688
"3861","Nov",6.7,1929,11,1929-11-15,-14.657
"4220","Dec",5.8,1929,12,1929-12-15,-14.627
"272","Jan",5.6,1930,1,1930-01-15,-14.596
"631","Feb",2.5,1930,2,1930-02-15,-14.565
"990","Mar",5.3,1930,3,1930-03-15,-14.537
"1349","Apr",8.3,1930,4,1930-04-15,-14.506
"1708","May",10.7,1930,5,1930-05-15,-14.476
"2067","Jun",15.3,1930,6,1930-06-15,-14.445
"2426","Jul",15.2,1930,7,1930-07-15,-14.415
"2785","Aug",15.7,1930,8,1930-08-15,-14.384
"3144","Sep",13.6,1930,9,1930-09-15,-14.353
"3503","Oct",10.5,1930,10,1930-10-15,-14.323
"3862","Nov",6.2,1930,11,1930-11-15,-14.292
"4221","Dec",4.3,1930,12,1930-12-15,-14.262
"273","Jan",3.2,1931,1,1931-01-15,-14.231
"632","Feb",3.9,1931,2,1931-02-15,-14.2
"991","Mar",4.2,1931,3,1931-03-15,-14.172
"1350","Apr",7.7,1931,4,1931-04-15,-14.141
"1709","May",11.4,1931,5,1931-05-15,-14.111
"2068","Jun",14.4,1931,6,1931-06-15,-14.08
"2427","Jul",15.3,1931,7,1931-07-15,-14.05
"2786","Aug",14.4,1931,8,1931-08-15,-14.019
"3145","Sep",11.5,1931,9,1931-09-15,-13.988
"3504","Oct",8.8,1931,10,1931-10-15,-13.958
"3863","Nov",7.8,1931,11,1931-11-15,-13.927
"4222","Dec",5.3,1931,12,1931-12-15,-13.897
"274","Jan",6.3,1932,1,1932-01-15,-13.866
"633","Feb",2.9,1932,2,1932-02-15,-13.835
"992","Mar",4.7,1932,3,1932-03-15,-13.806
"1351","Apr",6.9,1932,4,1932-04-15,-13.775
"1710","May",10.5,1932,5,1932-05-15,-13.745
"2069","Jun",14.1,1932,6,1932-06-15,-13.714
"2428","Jul",16.1,1932,7,1932-07-15,-13.684
"2787","Aug",17.1,1932,8,1932-08-15,-13.653
"3146","Sep",12.9,1932,9,1932-09-15,-13.622
"3505","Oct",8.8,1932,10,1932-10-15,-13.592
"3864","Nov",6.6,1932,11,1932-11-15,-13.561
"4223","Dec",5.7,1932,12,1932-12-15,-13.531
"275","Jan",2.2,1933,1,1933-01-15,-13.5
"634","Feb",4.3,1933,2,1933-02-15,-13.469
"993","Mar",7.3,1933,3,1933-03-15,-13.441
"1352","Apr",8.8,1933,4,1933-04-15,-13.41
"1711","May",12.2,1933,5,1933-05-15,-13.38
"2070","Jun",15.6,1933,6,1933-06-15,-13.349
"2429","Jul",17.8,1933,7,1933-07-15,-13.319
"2788","Aug",17.6,1933,8,1933-08-15,-13.288
"3147","Sep",14.9,1933,9,1933-09-15,-13.257
"3506","Oct",10.1,1933,10,1933-10-15,-13.227
"3865","Nov",5.6,1933,11,1933-11-15,-13.196
"4224","Dec",1.6,1933,12,1933-12-15,-13.166
"276","Jan",4.1,1934,1,1934-01-15,-13.135
"635","Feb",3.8,1934,2,1934-02-15,-13.104
"994","Mar",4.8,1934,3,1934-03-15,-13.076
"1353","Apr",8,1934,4,1934-04-15,-13.045
"1712","May",11.3,1934,5,1934-05-15,-13.015
"2071","Jun",14.9,1934,6,1934-06-15,-12.984
"2430","Jul",18.2,1934,7,1934-07-15,-12.954
"2789","Aug",15.4,1934,8,1934-08-15,-12.923
"3148","Sep",14.6,1934,9,1934-09-15,-12.892
"3507","Oct",10.6,1934,10,1934-10-15,-12.862
"3866","Nov",6.1,1934,11,1934-11-15,-12.831
"4225","Dec",8.1,1934,12,1934-12-15,-12.801
"277","Jan",4.5,1935,1,1935-01-15,-12.77
"636","Feb",5.8,1935,2,1935-02-15,-12.739
"995","Mar",6.6,1935,3,1935-03-15,-12.711
"1354","Apr",8.2,1935,4,1935-04-15,-12.68
"1713","May",9.9,1935,5,1935-05-15,-12.65
"2072","Jun",15.1,1935,6,1935-06-15,-12.619
"2431","Jul",17.1,1935,7,1935-07-15,-12.589
"2790","Aug",16.6,1935,8,1935-08-15,-12.558
"3149","Sep",13.6,1935,9,1935-09-15,-12.527
"3508","Oct",9.5,1935,10,1935-10-15,-12.497
"3867","Nov",6.9,1935,11,1935-11-15,-12.466
"4226","Dec",2.8,1935,12,1935-12-15,-12.436
"278","Jan",3.7,1936,1,1936-01-15,-12.405
"637","Feb",2.6,1936,2,1936-02-15,-12.374
"996","Mar",7.1,1936,3,1936-03-15,-12.345
"1355","Apr",6.3,1936,4,1936-04-15,-12.314
"1714","May",11.5,1936,5,1936-05-15,-12.284
"2073","Jun",14.7,1936,6,1936-06-15,-12.253
"2432","Jul",15.3,1936,7,1936-07-15,-12.223
"2791","Aug",16.1,1936,8,1936-08-15,-12.192
"3150","Sep",14.4,1936,9,1936-09-15,-12.161
"3509","Oct",9.4,1936,10,1936-10-15,-12.131
"3868","Nov",5.5,1936,11,1936-11-15,-12.1
"4227","Dec",5.3,1936,12,1936-12-15,-12.07
"279","Jan",5.2,1937,1,1937-01-15,-12.039
"638","Feb",5.6,1937,2,1937-02-15,-12.008
"997","Mar",3.6,1937,3,1937-03-15,-11.98
"1356","Apr",9.2,1937,4,1937-04-15,-11.949
"1715","May",12.2,1937,5,1937-05-15,-11.919
"2074","Jun",14.1,1937,6,1937-06-15,-11.888
"2433","Jul",16.1,1937,7,1937-07-15,-11.858
"2792","Aug",16.9,1937,8,1937-08-15,-11.827
"3151","Sep",13.4,1937,9,1937-09-15,-11.796
"3510","Oct",10.4,1937,10,1937-10-15,-11.766
"3869","Nov",5.1,1937,11,1937-11-15,-11.735
"4228","Dec",3,1937,12,1937-12-15,-11.705
"280","Jan",5.7,1938,1,1938-01-15,-11.674
"639","Feb",5.1,1938,2,1938-02-15,-11.643
"998","Mar",9.1,1938,3,1938-03-15,-11.615
"1357","Apr",7.6,1938,4,1938-04-15,-11.584
"1716","May",10.7,1938,5,1938-05-15,-11.554
"2075","Jun",14.4,1938,6,1938-06-15,-11.523
"2434","Jul",15.2,1938,7,1938-07-15,-11.493
"2793","Aug",16.3,1938,8,1938-08-15,-11.462
"3152","Sep",13.8,1938,9,1938-09-15,-11.431
"3511","Oct",10.5,1938,10,1938-10-15,-11.401
"3870","Nov",9.4,1938,11,1938-11-15,-11.37
"4229","Dec",4.4,1938,12,1938-12-15,-11.34
"281","Jan",4.2,1939,1,1939-01-15,-11.309
"640","Feb",5.6,1939,2,1939-02-15,-11.278
"999","Mar",5.8,1939,3,1939-03-15,-11.25
"1358","Apr",8.8,1939,4,1939-04-15,-11.219
"1717","May",11.4,1939,5,1939-05-15,-11.189
"2076","Jun",14.2,1939,6,1939-06-15,-11.158
"2435","Jul",15.5,1939,7,1939-07-15,-11.128
"2794","Aug",16.4,1939,8,1939-08-15,-11.097
"3153","Sep",14.2,1939,9,1939-09-15,-11.066
"3512","Oct",8.2,1939,10,1939-10-15,-11.036
"3871","Nov",8.7,1939,11,1939-11-15,-11.005
"4230","Dec",3.2,1939,12,1939-12-15,-10.975
"282","Jan",-1.4,1940,1,1940-01-15,-10.944
"641","Feb",2.6,1940,2,1940-02-15,-10.913
"1000","Mar",6,1940,3,1940-03-15,-10.884
"1359","Apr",8.7,1940,4,1940-04-15,-10.853
"1718","May",12.5,1940,5,1940-05-15,-10.823
"2077","Jun",16.4,1940,6,1940-06-15,-10.792
"2436","Jul",15.1,1940,7,1940-07-15,-10.762
"2795","Aug",15.6,1940,8,1940-08-15,-10.731
"3154","Sep",12.8,1940,9,1940-09-15,-10.7
"3513","Oct",9.6,1940,10,1940-10-15,-10.67
"3872","Nov",6.9,1940,11,1940-11-15,-10.639
"4231","Dec",3.8,1940,12,1940-12-15,-10.609
"283","Jan",0.5,1941,1,1941-01-15,-10.578
"642","Feb",3.5,1941,2,1941-02-15,-10.547
"1001","Mar",5.1,1941,3,1941-03-15,-10.519
"1360","Apr",6.4,1941,4,1941-04-15,-10.488
"1719","May",9.4,1941,5,1941-05-15,-10.458
"2078","Jun",15.1,1941,6,1941-06-15,-10.427
"2437","Jul",17.3,1941,7,1941-07-15,-10.397
"2796","Aug",14.7,1941,8,1941-08-15,-10.366
"3155","Sep",14.5,1941,9,1941-09-15,-10.335
"3514","Oct",10.4,1941,10,1941-10-15,-10.305
"3873","Nov",6.6,1941,11,1941-11-15,-10.274
"4232","Dec",5.6,1941,12,1941-12-15,-10.244
"284","Jan",0.9,1942,1,1942-01-15,-10.213
"643","Feb",0.1,1942,2,1942-02-15,-10.182
"1002","Mar",5.2,1942,3,1942-03-15,-10.154
"1361","Apr",9.2,1942,4,1942-04-15,-10.123
"1720","May",11.1,1942,5,1942-05-15,-10.093
"2079","Jun",14.4,1942,6,1942-06-15,-10.062
"2438","Jul",15.5,1942,7,1942-07-15,-10.032
"2797","Aug",16.6,1942,8,1942-08-15,-10.001
"3156","Sep",13.6,1942,9,1942-09-15,-9.97
"3515","Oct",10.4,1942,10,1942-10-15,-9.94
"3874","Nov",4.9,1942,11,1942-11-15,-9.909
"4233","Dec",6.7,1942,12,1942-12-15,-9.879
"285","Jan",4.9,1943,1,1943-01-15,-9.848
"644","Feb",6.1,1943,2,1943-02-15,-9.817
"1003","Mar",6.5,1943,3,1943-03-15,-9.789
"1362","Apr",10.5,1943,4,1943-04-15,-9.758
"1721","May",11.8,1943,5,1943-05-15,-9.728
"2080","Jun",14.4,1943,6,1943-06-15,-9.697
"2439","Jul",16.4,1943,7,1943-07-15,-9.667
"2798","Aug",16.1,1943,8,1943-08-15,-9.636
"3157","Sep",13.3,1943,9,1943-09-15,-9.605
"3516","Oct",10.6,1943,10,1943-10-15,-9.575
"3875","Nov",6.3,1943,11,1943-11-15,-9.544
"4234","Dec",3.5,1943,12,1943-12-15,-9.514
"286","Jan",5.8,1944,1,1944-01-15,-9.483
"645","Feb",3.6,1944,2,1944-02-15,-9.452
"1004","Mar",5.2,1944,3,1944-03-15,-9.423
"1363","Apr",10.2,1944,4,1944-04-15,-9.392
"1722","May",11.4,1944,5,1944-05-15,-9.362
"2081","Jun",13.5,1944,6,1944-06-15,-9.331
"2440","Jul",16.5,1944,7,1944-07-15,-9.301
"2799","Aug",17,1944,8,1944-08-15,-9.27
"3158","Sep",12.5,1944,9,1944-09-15,-9.239
"3517","Oct",9.3,1944,10,1944-10-15,-9.209
"3876","Nov",6.2,1944,11,1944-11-15,-9.178
"4235","Dec",3.6,1944,12,1944-12-15,-9.148
"287","Jan",0.4,1945,1,1945-01-15,-9.117
"646","Feb",7.1,1945,2,1945-02-15,-9.086
"1005","Mar",7.9,1945,3,1945-03-15,-9.058
"1364","Apr",10.1,1945,4,1945-04-15,-9.027
"1723","May",12.2,1945,5,1945-05-15,-8.997
"2082","Jun",14.6,1945,6,1945-06-15,-8.966
"2441","Jul",16.7,1945,7,1945-07-15,-8.936
"2800","Aug",15.9,1945,8,1945-08-15,-8.905
"3159","Sep",14.4,1945,9,1945-09-15,-8.874
"3518","Oct",11.9,1945,10,1945-10-15,-8.844
"3877","Nov",7.2,1945,11,1945-11-15,-8.813
"4236","Dec",4.9,1945,12,1945-12-15,-8.783
"288","Jan",2.7,1946,1,1946-01-15,-8.752
"647","Feb",5.9,1946,2,1946-02-15,-8.721
"1006","Mar",5.1,1946,3,1946-03-15,-8.693
"1365","Apr",9.9,1946,4,1946-04-15,-8.662
"1724","May",10.7,1946,5,1946-05-15,-8.632
"2083","Jun",13.1,1946,6,1946-06-15,-8.601
"2442","Jul",16.3,1946,7,1946-07-15,-8.571
"2801","Aug",14.7,1946,8,1946-08-15,-8.54
"3160","Sep",14,1946,9,1946-09-15,-8.509
"3519","Oct",9.8,1946,10,1946-10-15,-8.479
"3878","Nov",8.1,1946,11,1946-11-15,-8.448
"4237","Dec",3.1,1946,12,1946-12-15,-8.418
"289","Jan",2.2,1947,1,1947-01-15,-8.387
"648","Feb",-1.9,1947,2,1947-02-15,-8.356
"1007","Mar",3.6,1947,3,1947-03-15,-8.328
"1366","Apr",8.6,1947,4,1947-04-15,-8.297
"1725","May",13.5,1947,5,1947-05-15,-8.267
"2084","Jun",15.5,1947,6,1947-06-15,-8.236
"2443","Jul",17,1947,7,1947-07-15,-8.206
"2802","Aug",18.6,1947,8,1947-08-15,-8.175
"3161","Sep",14.9,1947,9,1947-09-15,-8.144
"3520","Oct",10.6,1947,10,1947-10-15,-8.114
"3879","Nov",7.2,1947,11,1947-11-15,-8.083
"4238","Dec",5.1,1947,12,1947-12-15,-8.053
"290","Jan",5.4,1948,1,1948-01-15,-8.022
"649","Feb",4.7,1948,2,1948-02-15,-7.991
"1008","Mar",8.3,1948,3,1948-03-15,-7.962
"1367","Apr",9,1948,4,1948-04-15,-7.931
"1726","May",11.4,1948,5,1948-05-15,-7.901
"2085","Jun",13.5,1948,6,1948-06-15,-7.87
"2444","Jul",15.8,1948,7,1948-07-15,-7.84
"2803","Aug",15.1,1948,8,1948-08-15,-7.809
"3162","Sep",13.8,1948,9,1948-09-15,-7.778
"3521","Oct",10.1,1948,10,1948-10-15,-7.748
"3880","Nov",7.3,1948,11,1948-11-15,-7.717
"4239","Dec",5.7,1948,12,1948-12-15,-7.687
"291","Jan",5.5,1949,1,1949-01-15,-7.656
"650","Feb",5.7,1949,2,1949-02-15,-7.625
"1009","Mar",5.1,1949,3,1949-03-15,-7.597
"1368","Apr",10,1949,4,1949-04-15,-7.566
"1727","May",11.2,1949,5,1949-05-15,-7.536
"2086","Jun",15.3,1949,6,1949-06-15,-7.505
"2445","Jul",17.4,1949,7,1949-07-15,-7.475
"2804","Aug",16.8,1949,8,1949-08-15,-7.444
"3163","Sep",16.3,1949,9,1949-09-15,-7.413
"3522","Oct",11.7,1949,10,1949-10-15,-7.383
"3881","Nov",6.6,1949,11,1949-11-15,-7.352
"4240","Dec",5.8,1949,12,1949-12-15,-7.322
"292","Jan",4.2,1950,1,1950-01-15,-7.291
"651","Feb",5.3,1950,2,1950-02-15,-7.26
"1010","Mar",7.4,1950,3,1950-03-15,-7.232
"1369","Apr",7.6,1950,4,1950-04-15,-7.201
"1728","May",11.3,1950,5,1950-05-15,-7.171
"2087","Jun",16.2,1950,6,1950-06-15,-7.14
"2446","Jul",15.9,1950,7,1950-07-15,-7.11
"2805","Aug",15.6,1950,8,1950-08-15,-7.079
"3164","Sep",12.9,1950,9,1950-09-15,-7.048
"3523","Oct",9.6,1950,10,1950-10-15,-7.018
"3882","Nov",5.7,1950,11,1950-11-15,-6.987
"4241","Dec",1.2,1950,12,1950-12-15,-6.957
"293","Jan",3.9,1951,1,1951-01-15,-6.926
"652","Feb",3.7,1951,2,1951-02-15,-6.895
"1011","Mar",4.1,1951,3,1951-03-15,-6.867
"1370","Apr",6.8,1951,4,1951-04-15,-6.836
"1729","May",10.1,1951,5,1951-05-15,-6.806
"2088","Jun",14,1951,6,1951-06-15,-6.775
"2447","Jul",16.3,1951,7,1951-07-15,-6.745
"2806","Aug",14.8,1951,8,1951-08-15,-6.714
"3165","Sep",14.1,1951,9,1951-09-15,-6.683
"3524","Oct",9.4,1951,10,1951-10-15,-6.653
"3883","Nov",8.5,1951,11,1951-11-15,-6.622
"4242","Dec",5.5,1951,12,1951-12-15,-6.592
"294","Jan",2.7,1952,1,1952-01-15,-6.561
"653","Feb",3.4,1952,2,1952-02-15,-6.53
"1012","Mar",6.6,1952,3,1952-03-15,-6.501
"1371","Apr",9.6,1952,4,1952-04-15,-6.47
"1730","May",13.4,1952,5,1952-05-15,-6.44
"2089","Jun",14.4,1952,6,1952-06-15,-6.409
"2448","Jul",16.8,1952,7,1952-07-15,-6.379
"2807","Aug",15.8,1952,8,1952-08-15,-6.348
"3166","Sep",10.7,1952,9,1952-09-15,-6.317
"3525","Oct",8.8,1952,10,1952-10-15,-6.287
"3884","Nov",4.2,1952,11,1952-11-15,-6.256
"4243","Dec",2.8,1952,12,1952-12-15,-6.226
"295","Jan",3.3,1953,1,1953-01-15,-6.195
"654","Feb",4.3,1953,2,1953-02-15,-6.164
"1013","Mar",5.6,1953,3,1953-03-15,-6.136
"1372","Apr",7.3,1953,4,1953-04-15,-6.105
"1731","May",12.6,1953,5,1953-05-15,-6.075
"2090","Jun",14.4,1953,6,1953-06-15,-6.044
"2449","Jul",15.5,1953,7,1953-07-15,-6.014
"2808","Aug",16.2,1953,8,1953-08-15,-5.983
"3167","Sep",13.8,1953,9,1953-09-15,-5.952
"3526","Oct",9.7,1953,10,1953-10-15,-5.922
"3885","Nov",8.5,1953,11,1953-11-15,-5.891
"4244","Dec",6.9,1953,12,1953-12-15,-5.861
"296","Jan",2.9,1954,1,1954-01-15,-5.83
"655","Feb",2.6,1954,2,1954-02-15,-5.799
"1014","Mar",5.8,1954,3,1954-03-15,-5.771
"1373","Apr",7.6,1954,4,1954-04-15,-5.74
"1732","May",11.2,1954,5,1954-05-15,-5.71
"2091","Jun",13.4,1954,6,1954-06-15,-5.679
"2450","Jul",14.2,1954,7,1954-07-15,-5.649
"2809","Aug",14.6,1954,8,1954-08-15,-5.618
"3168","Sep",12.7,1954,9,1954-09-15,-5.587
"3527","Oct",11.9,1954,10,1954-10-15,-5.557
"3886","Nov",6.9,1954,11,1954-11-15,-5.526
"4245","Dec",6.8,1954,12,1954-12-15,-5.496
"297","Jan",2.6,1955,1,1955-01-15,-5.465
"656","Feb",1.2,1955,2,1955-02-15,-5.434
"1015","Mar",3.2,1955,3,1955-03-15,-5.406
"1374","Apr",9.3,1955,4,1955-04-15,-5.375
"1733","May",9.7,1955,5,1955-05-15,-5.345
"2092","Jun",13.8,1955,6,1955-06-15,-5.314
"2451","Jul",17.7,1955,7,1955-07-15,-5.284
"2810","Aug",18.1,1955,8,1955-08-15,-5.253
"3169","Sep",14.2,1955,9,1955-09-15,-5.222
"3528","Oct",9.2,1955,10,1955-10-15,-5.192
"3887","Nov",7,1955,11,1955-11-15,-5.161
"4246","Dec",5.4,1955,12,1955-12-15,-5.131
"298","Jan",3.6,1956,1,1956-01-15,-5.1
"657","Feb",-0.2,1956,2,1956-02-15,-5.069
"1016","Mar",6.2,1956,3,1956-03-15,-5.04
"1375","Apr",6.9,1956,4,1956-04-15,-5.009
"1734","May",11.7,1956,5,1956-05-15,-4.979
"2093","Jun",13.1,1956,6,1956-06-15,-4.948
"2452","Jul",15.8,1956,7,1956-07-15,-4.918
"2811","Aug",13.5,1956,8,1956-08-15,-4.887
"3170","Sep",14.3,1956,9,1956-09-15,-4.856
"3529","Oct",9.4,1956,10,1956-10-15,-4.826
"3888","Nov",6,1956,11,1956-11-15,-4.795
"4247","Dec",5.7,1956,12,1956-12-15,-4.765
"299","Jan",5.5,1957,1,1957-01-15,-4.734
"658","Feb",5.3,1957,2,1957-02-15,-4.703
"1017","Mar",9.2,1957,3,1957-03-15,-4.675
"1376","Apr",8.9,1957,4,1957-04-15,-4.644
"1735","May",10.3,1957,5,1957-05-15,-4.614
"2094","Jun",15.2,1957,6,1957-06-15,-4.583
"2453","Jul",16.3,1957,7,1957-07-15,-4.553
"2812","Aug",15.4,1957,8,1957-08-15,-4.522
"3171","Sep",12.5,1957,9,1957-09-15,-4.491
"3530","Oct",10.8,1957,10,1957-10-15,-4.461
"3889","Nov",6.4,1957,11,1957-11-15,-4.43
"4248","Dec",4.5,1957,12,1957-12-15,-4.4
"300","Jan",3.4,1958,1,1958-01-15,-4.369
"659","Feb",4.7,1958,2,1958-02-15,-4.338
"1018","Mar",3.7,1958,3,1958-03-15,-4.31
"1377","Apr",7.4,1958,4,1958-04-15,-4.279
"1736","May",11.1,1958,5,1958-05-15,-4.249
"2095","Jun",14.1,1958,6,1958-06-15,-4.218
"2454","Jul",15.9,1958,7,1958-07-15,-4.188
"2813","Aug",15.8,1958,8,1958-08-15,-4.157
"3172","Sep",15.1,1958,9,1958-09-15,-4.126
"3531","Oct",10.8,1958,10,1958-10-15,-4.096
"3890","Nov",6.4,1958,11,1958-11-15,-4.065
"4249","Dec",4.7,1958,12,1958-12-15,-4.035
"301","Jan",1.6,1959,1,1959-01-15,-4.004
"660","Feb",4.4,1959,2,1959-02-15,-3.973
"1019","Mar",7.3,1959,3,1959-03-15,-3.945
"1378","Apr",9.4,1959,4,1959-04-15,-3.914
"1737","May",12.8,1959,5,1959-05-15,-3.884
"2096","Jun",15.2,1959,6,1959-06-15,-3.853
"2455","Jul",17.3,1959,7,1959-07-15,-3.823
"2814","Aug",17.2,1959,8,1959-08-15,-3.792
"3173","Sep",14.9,1959,9,1959-09-15,-3.761
"3532","Oct",12.6,1959,10,1959-10-15,-3.731
"3891","Nov",7.1,1959,11,1959-11-15,-3.7
"4250","Dec",6,1959,12,1959-12-15,-3.67
"302","Jan",3.8,1960,1,1960-01-15,-3.639
"661","Feb",4.1,1960,2,1960-02-15,-3.608
"1020","Mar",6.4,1960,3,1960-03-15,-3.579
"1379","Apr",8.9,1960,4,1960-04-15,-3.548
"1738","May",12.8,1960,5,1960-05-15,-3.518
"2097","Jun",16.1,1960,6,1960-06-15,-3.487
"2456","Jul",15.1,1960,7,1960-07-15,-3.457
"2815","Aug",15,1960,8,1960-08-15,-3.426
"3174","Sep",13.1,1960,9,1960-09-15,-3.395
"3533","Oct",10.3,1960,10,1960-10-15,-3.365
"3892","Nov",7.3,1960,11,1960-11-15,-3.334
"4251","Dec",3.9,1960,12,1960-12-15,-3.304
"303","Jan",3.9,1961,1,1961-01-15,-3.273
"662","Feb",6.9,1961,2,1961-02-15,-3.242
"1021","Mar",8.2,1961,3,1961-03-15,-3.214
"1380","Apr",10,1961,4,1961-04-15,-3.183
"1739","May",11,1961,5,1961-05-15,-3.153
"2098","Jun",14.4,1961,6,1961-06-15,-3.122
"2457","Jul",15.2,1961,7,1961-07-15,-3.092
"2816","Aug",15.4,1961,8,1961-08-15,-3.061
"3175","Sep",15.2,1961,9,1961-09-15,-3.03
"3534","Oct",10.9,1961,10,1961-10-15,-3
"3893","Nov",6,1961,11,1961-11-15,-2.969
"4252","Dec",2.2,1961,12,1961-12-15,-2.939
"304","Jan",4.3,1962,1,1962-01-15,-2.908
"663","Feb",4.4,1962,2,1962-02-15,-2.877
"1022","Mar",2.8,1962,3,1962-03-15,-2.849
"1381","Apr",7.7,1962,4,1962-04-15,-2.818
"1740","May",10.3,1962,5,1962-05-15,-2.788
"2099","Jun",13.7,1962,6,1962-06-15,-2.757
"2458","Jul",15.1,1962,7,1962-07-15,-2.727
"2817","Aug",14.5,1962,8,1962-08-15,-2.696
"3176","Sep",12.6,1962,9,1962-09-15,-2.665
"3535","Oct",10.4,1962,10,1962-10-15,-2.635
"3894","Nov",5.5,1962,11,1962-11-15,-2.604
"4253","Dec",1.8,1962,12,1962-12-15,-2.574
"305","Jan",-2.1,1963,1,1963-01-15,-2.543
"664","Feb",-0.7,1963,2,1963-02-15,-2.512
"1023","Mar",6,1963,3,1963-03-15,-2.484
"1382","Apr",8.7,1963,4,1963-04-15,-2.453
"1741","May",10.6,1963,5,1963-05-15,-2.423
"2100","Jun",14.9,1963,6,1963-06-15,-2.392
"2459","Jul",15.2,1963,7,1963-07-15,-2.362
"2818","Aug",14.3,1963,8,1963-08-15,-2.331
"3177","Sep",12.9,1963,9,1963-09-15,-2.3
"3536","Oct",11.1,1963,10,1963-10-15,-2.27
"3895","Nov",8.2,1963,11,1963-11-15,-2.239
"4254","Dec",2.6,1963,12,1963-12-15,-2.209
"306","Jan",3.4,1964,1,1964-01-15,-2.178
"665","Feb",4.5,1964,2,1964-02-15,-2.147
"1024","Mar",4.3,1964,3,1964-03-15,-2.118
"1383","Apr",8.7,1964,4,1964-04-15,-2.087
"1742","May",13.3,1964,5,1964-05-15,-2.057
"2101","Jun",13.8,1964,6,1964-06-15,-2.026
"2460","Jul",16.1,1964,7,1964-07-15,-1.996
"2819","Aug",15.5,1964,8,1964-08-15,-1.965
"3178","Sep",14.1,1964,9,1964-09-15,-1.934
"3537","Oct",8.9,1964,10,1964-10-15,-1.904
"3896","Nov",7.4,1964,11,1964-11-15,-1.873
"4255","Dec",3.6,1964,12,1964-12-15,-1.843
"307","Jan",3.3,1965,1,1965-01-15,-1.812
"666","Feb",3.1,1965,2,1965-02-15,-1.781
"1025","Mar",5.2,1965,3,1965-03-15,-1.753
"1384","Apr",8,1965,4,1965-04-15,-1.722
"1743","May",11.7,1965,5,1965-05-15,-1.692
"2102","Jun",14.7,1965,6,1965-06-15,-1.661
"2461","Jul",14,1965,7,1965-07-15,-1.631
"2820","Aug",14.9,1965,8,1965-08-15,-1.6
"3179","Sep",12.3,1965,9,1965-09-15,-1.569
"3538","Oct",11,1965,10,1965-10-15,-1.539
"3897","Nov",4.5,1965,11,1965-11-15,-1.508
"4256","Dec",4.7,1965,12,1965-12-15,-1.478
"308","Jan",2.9,1966,1,1966-01-15,-1.447
"667","Feb",5.7,1966,2,1966-02-15,-1.416
"1026","Mar",6.5,1966,3,1966-03-15,-1.388
"1385","Apr",7.2,1966,4,1966-04-15,-1.357
"1744","May",11,1966,5,1966-05-15,-1.327
"2103","Jun",15.4,1966,6,1966-06-15,-1.296
"2462","Jul",15,1966,7,1966-07-15,-1.266
"2821","Aug",14.7,1966,8,1966-08-15,-1.235
"3180","Sep",13.8,1966,9,1966-09-15,-1.204
"3539","Oct",10.1,1966,10,1966-10-15,-1.174
"3898","Nov",5.6,1966,11,1966-11-15,-1.143
"4257","Dec",5.5,1966,12,1966-12-15,-1.113
"309","Jan",4.5,1967,1,1967-01-15,-1.082
"668","Feb",5.4,1967,2,1967-02-15,-1.051
"1027","Mar",7,1967,3,1967-03-15,-1.023
"1386","Apr",7.7,1967,4,1967-04-15,-0.992
"1745","May",10.4,1967,5,1967-05-15,-0.962
"2104","Jun",14,1967,6,1967-06-15,-0.931
"2463","Jul",16.7,1967,7,1967-07-15,-0.901
"2822","Aug",15.7,1967,8,1967-08-15,-0.87
"3181","Sep",13.5,1967,9,1967-09-15,-0.839
"3540","Oct",10.8,1967,10,1967-10-15,-0.809
"3899","Nov",5.4,1967,11,1967-11-15,-0.778
"4258","Dec",4.2,1967,12,1967-12-15,-0.748
"310","Jan",4.4,1968,1,1968-01-15,-0.717
"669","Feb",1.9,1968,2,1968-02-15,-0.686
"1028","Mar",6.3,1968,3,1968-03-15,-0.657
"1387","Apr",8.1,1968,4,1968-04-15,-0.626
"1746","May",9.8,1968,5,1968-05-15,-0.596
"2105","Jun",14.8,1968,6,1968-06-15,-0.565
"2464","Jul",15,1968,7,1968-07-15,-0.535
"2823","Aug",15.4,1968,8,1968-08-15,-0.504
"3182","Sep",13.9,1968,9,1968-09-15,-0.473
"3541","Oct",12.5,1968,10,1968-10-15,-0.443
"3900","Nov",6.5,1968,11,1968-11-15,-0.412
"4259","Dec",3,1968,12,1968-12-15,-0.382
"311","Jan",5.5,1969,1,1969-01-15,-0.351
"670","Feb",1,1969,2,1969-02-15,-0.32
"1029","Mar",3.3,1969,3,1969-03-15,-0.292
"1388","Apr",7.4,1969,4,1969-04-15,-0.261
"1747","May",11.2,1969,5,1969-05-15,-0.231
"2106","Jun",13.9,1969,6,1969-06-15,-0.2
"2465","Jul",16.8,1969,7,1969-07-15,-0.17
"2824","Aug",16.4,1969,8,1969-08-15,-0.139
"3183","Sep",13.9,1969,9,1969-09-15,-0.108
"3542","Oct",13,1969,10,1969-10-15,-0.078
"3901","Nov",5.4,1969,11,1969-11-15,-0.047
"4260","Dec",3.3,1969,12,1969-12-15,-0.017
"312","Jan",3.7,1970,1,1970-01-15,0.014
"671","Feb",2.9,1970,2,1970-02-15,0.045
"1030","Mar",3.7,1970,3,1970-03-15,0.073
"1389","Apr",6.7,1970,4,1970-04-15,0.104
